time,Import T1 kWh,Import T2 kWh,Export T1 kWh,Export T2 kWh,L1 max W,L2 max W,L3 max W
2024-04-17 12:45,5250.968,3723.568,399.854,824.137,607,68,-110
2024-04-17 13:00,5250.968,3723.635,399.854,824.165,96,68,-402
2024-04-17 13:15,5250.968,3723.635,399.854,824.252,107,68,-829
2024-04-17 13:30,5250.968,3723.635,399.854,824.437,97,210,-933
2024-04-17 13:45,5250.968,3723.635,399.854,824.641,88,209,-1021
2024-04-17 14:00,5250.968,3723.635,399.854,824.858,104,189,-869
2024-04-17 14:15,5250.968,3723.635,399.854,825.029,74,186,-920
2024-04-17 14:30,5250.968,3723.635,399.854,825.221,109,190,-849
2024-04-17 14:45,5250.968,3723.635,399.854,825.422,81,184,-552
2024-04-17 15:00,5250.968,3723.635,399.854,825.606,108,186,-603
2024-04-17 15:15,5250.968,3723.635,399.854,825.791,92,69,-387
2024-04-17 15:30,5250.968,3723.635,399.854,825.971,107,68,-1446
2024-04-17 15:45,5250.968,3723.635,399.854,826.313,107,69,-282
2024-04-17 16:00,5250.968,3723.635,399.854,826.512,105,68,-152
2024-04-17 16:15,5250.968,3723.637,399.854,826.622,104,68,-565
2024-04-17 16:30,5250.968,3723.637,399.854,826.768,103,70,-452
2024-04-17 16:45,5250.968,3723.637,399.854,826.930,102,86,-157
2024-04-17 17:00,5250.968,3723.641,399.854,826.983,97,131,-48
2024-04-17 17:15,5250.968,3723.661,399.854,827.043,98,105,-947
2024-04-17 17:30,5250.968,3723.661,399.854,827.246,1710,87,-100
2024-04-17 17:45,5250.968,3723.901,399.854,827.326,2298,926,-9
2024-04-17 18:00,5250.968,3724.353,399.854,827.326,1435,346,-15
2024-04-17 18:15,5250.968,3724.493,399.854,827.336,313,83,-74
2024-04-17 18:30,5250.968,3724.519,399.854,827.352,90,82,-47
2024-04-17 18:45,5250.968,3724.538,399.854,827.353,98,82,-5
2024-04-17 19:00,5250.968,3724.578,399.854,827.353,88,82,-2
2024-04-17 19:15,5250.968,3724.614,399.854,827.353,98,83,17
2024-04-17 19:30,5250.968,3724.660,399.854,827.353,98,86,31
2024-04-17 19:45,5250.968,3724.706,399.854,827.353,98,84,58
2024-04-17 20:00,5250.968,3724.756,399.854,827.353,97,91,95
2024-04-17 20:15,5250.968,3724.820,399.854,827.353,97,106,93
2024-04-17 20:30,5250.968,3724.884,399.854,827.353,97,98,93
2024-04-17 20:45,5250.968,3724.949,399.854,827.353,98,104,97
2024-04-17 21:00,5250.968,3725.013,399.854,827.353,310,96,97
2024-04-17 21:15,5251.060,3725.017,399.854,827.353,1478,106,103
2024-04-17 21:30,5251.225,3725.017,399.854,827.353,97,104,124
2024-04-17 21:45,5251.302,3725.017,399.854,827.353,92,104,105
2024-04-17 22:00,5251.368,3725.017,399.854,827.353,97,71,104
2024-04-17 22:15,5251.434,3725.017,399.854,827.353,82,70,111
2024-04-17 22:30,5251.491,3725.017,399.854,827.353,98,77,109
2024-04-17 22:45,5251.555,3725.017,399.854,827.353,66,77,97
2024-04-17 23:00,5251.611,3725.017,399.854,827.353,98,67,96
2024-04-17 23:15,5251.673,3725.017,399.854,827.353,71,67,97
2024-04-17 23:30,5251.728,3725.017,399.854,827.353,97,97,90
2024-04-17 23:45,5251.791,3725.017,399.854,827.353,82,68,89
2024-04-18 00:00,5251.841,3725.017,399.854,827.353,97,68,89
2024-04-18 00:15,5251.904,3725.017,399.854,827.353,96,68,89
2024-04-18 00:30,5251.954,3725.017,399.854,827.353,98,68,89
2024-04-18 00:45,5252.011,3725.017,399.854,827.353,97,68,91
2024-04-18 01:00,5252.068,3725.017,399.854,827.353,97,68,89
2024-04-18 01:15,5252.123,3725.017,399.854,827.353,96,68,89
2024-04-18 01:30,5252.175,3725.017,399.854,827.353,97,68,94
2024-04-18 01:45,5252.251,3725.017,399.854,827.353,96,67,915
2024-04-18 02:00,5252.381,3725.017,399.854,827.353,100,68,1947
2024-04-18 02:15,5252.796,3725.017,399.854,827.353,100,68,1464
2024-04-18 02:30,5252.948,3725.017,399.854,827.353,96,68,112
2024-04-18 02:45,5253.011,3725.017,399.854,827.353,100,68,125
2024-04-18 03:00,5253.074,3725.017,399.854,827.353,84,68,129
2024-04-18 03:15,5253.135,3725.017,399.854,827.353,97,67,116
2024-04-18 03:30,5253.207,3725.017,399.854,827.353,73,67,1985
2024-04-18 03:45,5253.461,3725.017,399.854,827.353,100,67,112
2024-04-18 04:00,5253.521,3725.017,399.854,827.353,67,69,92
2024-04-18 04:15,5253.577,3725.017,399.854,827.353,100,68,89
2024-04-18 04:30,5253.635,3725.017,399.854,827.353,78,67,89
2024-04-18 04:45,5253.687,3725.017,399.854,827.353,97,67,89
2024-04-18 05:00,5253.745,3725.017,399.854,827.353,83,68,89
2024-04-18 05:15,5253.800,3725.017,399.854,827.353,97,67,89
2024-04-18 05:30,5253.855,3725.017,399.854,827.353,96,68,87
2024-04-18 05:45,5253.907,3725.017,399.854,827.353,97,67,88
2024-04-18 06:00,5253.964,3725.017,399.854,827.353,97,67,87
2024-04-18 06:15,5254.019,3725.017,399.854,827.353,97,67,87
2024-04-18 06:30,5254.072,3725.017,399.854,827.353,97,68,87
2024-04-18 06:45,5254.126,3725.017,399.854,827.353,97,67,88
2024-04-18 07:00,5254.181,3725.017,399.854,827.353,97,67,85
2024-04-18 07:15,5254.184,3725.070,399.854,827.353,98,70,63
2024-04-18 07:30,5254.184,3725.115,399.854,827.353,97,160,55
2024-04-18 07:45,5254.184,3725.181,399.854,827.353,322,165,70
2024-04-18 08:00,5254.184,3725.279,399.854,827.353,219,145,-37
2024-04-18 08:15,5254.184,3725.325,399.854,827.353,105,152,-47
2024-04-18 08:30,5254.184,3725.369,399.854,827.353,104,147,-115
2024-04-18 08:45,5254.184,3725.386,399.854,827.355,100,146,-33
2024-04-18 09:00,5254.184,3725.430,399.854,827.355,100,147,-113
2024-04-18 09:15,5254.184,3725.441,399.854,827.372,98,146,-30
2024-04-18 09:30,5254.184,3725.480,399.854,827.372,98,146,-220
2024-04-18 09:45,5254.184,3725.483,399.854,827.396,107,148,-192
2024-04-18 10:00,5254.184,3725.491,399.854,827.407,89,146,-198
2024-04-18 10:15,5254.184,3725.495,399.854,827.453,106,147,-593
2024-04-18 10:30,5254.184,3725.495,399.854,827.541,89,147,-584
2024-04-18 10:45,5254.184,3725.499,399.854,827.653,107,148,-344
2024-04-18 11:00,5254.184,3725.500,399.854,827.738,85,149,-553
2024-04-18 11:15,5254.184,3725.501,399.854,827.903,107,148,-1028
2024-04-18 11:30,5254.184,3725.501,399.854,828.134,84,148,-607
2024-04-18 11:45,5254.184,3725.502,399.854,828.386,106,147,-331
2024-04-18 12:00,5254.184,3725.502,399.854,828.512,84,148,-194
2024-04-18 12:15,5254.184,3725.504,399.854,828.719,107,148,-1234
2024-04-18 12:30,5254.184,3725.505,399.854,828.981,78,148,-454
2024-04-18 12:45,5254.184,3725.508,399.854,829.165,106,147,-593
2024-04-18 13:00,5254.184,3725.510,399.854,829.400,81,147,-1286
2024-04-18 13:15,5254.184,3725.510,399.854,829.706,106,147,-552
2024-04-18 13:30,5254.184,3725.510,399.854,829.886,78,150,-635
2024-04-18 13:45,5254.184,3725.510,399.854,830.032,106,147,-616
2024-04-18 14:00,5254.184,3725.510,399.854,830.156,79,146,-920
2024-04-18 14:15,5254.184,3725.510,399.854,830.401,107,172,-669
2024-04-18 14:30,5254.184,3725.510,399.854,830.539,78,188,-669
2024-04-18 14:45,5254.184,3725.510,399.854,830.681,106,147,-403
2024-04-18 15:00,5254.184,3725.510,399.854,830.737,78,129,-263
2024-04-18 15:15,5254.184,3725.510,399.854,830.788,107,124,-595
2024-04-18 15:30,5254.184,3725.510,399.854,830.900,76,128,-188
2024-04-18 15:45,5254.184,3725.512,399.854,830.926,106,142,-900
2024-04-18 16:00,5254.184,3725.512,399.854,831.129,72,137,-648
2024-04-18 16:15,5254.184,3725.512,399.854,831.252,106,71,-314
2024-04-18 16:30,5254.184,3725.512,399.854,831.307,72,71,-172
2024-04-18 16:45,5254.184,3725.512,399.854,831.326,108,72,-257
2024-04-18 17:00,5254.184,3725.512,399.854,831.354,74,71,-160
2024-04-18 17:15,5254.184,3725.513,399.854,831.375,107,71,-31
2024-04-18 17:30,5254.184,3725.538,399.854,831.377,73,71,-157
2024-04-18 17:45,5254.184,3725.538,399.854,831.399,107,71,-130
2024-04-18 18:00,5254.184,3725.545,399.854,831.405,68,71,-160
2024-04-18 18:15,5254.184,3725.545,399.854,831.421,106,71,-114
2024-04-18 18:30,5254.184,3725.556,399.854,831.421,67,71,-59
2024-04-18 18:45,5254.184,3725.565,399.854,831.422,1953,1528,59
2024-04-18 19:00,5254.184,3726.100,399.854,831.422,1360,966,151
2024-04-18 19:15,5254.184,3726.416,399.854,831.422,114,73,109
2024-04-18 19:30,5254.184,3726.482,399.854,831.422,75,71,32
2024-04-18 19:45,5254.184,3726.523,399.854,831.422,113,71,32
2024-04-18 20:00,5254.184,3726.572,399.854,831.422,91,77,88
2024-04-18 20:15,5254.184,3726.629,399.854,831.422,106,187,101
2024-04-18 20:30,5254.184,3726.710,399.854,831.422,83,157,87
2024-04-18 20:45,5254.184,3726.785,399.854,831.422,106,162,87
2024-04-18 21:00,5254.184,3726.866,399.854,831.422,77,200,99
2024-04-18 21:15,5254.256,3726.871,399.854,831.422,106,114,105
2024-04-18 21:30,5254.331,3726.871,399.854,831.422,78,72,108
2024-04-18 21:45,5254.390,3726.871,399.854,831.422,106,71,199
2024-04-18 22:00,5254.474,3726.871,399.854,831.422,77,70,235
2024-04-18 22:15,5254.565,3726.871,399.854,831.422,106,70,208
2024-04-18 22:30,5254.656,3726.871,399.854,831.422,77,71,201
2024-04-18 22:45,5254.736,3726.871,399.854,831.422,106,71,204
2024-04-18 23:00,5254.822,3726.871,399.854,831.422,78,72,179
2024-04-18 23:15,5254.897,3726.871,399.854,831.422,106,70,179
2024-04-18 23:30,5254.979,3726.871,399.854,831.422,81,71,179
2024-04-18 23:45,5255.049,3726.871,399.854,831.422,106,70,171
2024-04-19 00:00,5255.135,3726.871,399.854,831.422,80,72,165
2024-04-19 00:15,5255.204,3726.871,399.854,831.422,106,73,162
2024-04-19 00:30,5255.271,3726.871,399.854,831.422,80,71,91
2024-04-19 00:45,5255.324,3726.871,399.854,831.422,106,74,89
2024-04-19 01:00,5255.387,3726.871,399.854,831.422,80,71,89
2024-04-19 01:15,5255.436,3726.871,399.854,831.422,105,71,89
2024-04-19 01:30,5255.496,3726.871,399.854,831.422,80,71,89
2024-04-19 01:45,5255.551,3726.871,399.854,831.422,106,70,89
2024-04-19 02:00,5255.611,3726.871,399.854,831.422,82,71,89
2024-04-19 02:15,5255.661,3726.871,399.854,831.422,68,71,89
2024-04-19 02:30,5255.722,3726.871,399.854,831.422,100,70,89
2024-04-19 02:45,5255.780,3726.871,399.854,831.422,98,70,89
2024-04-19 03:00,5255.835,3726.871,399.854,831.422,97,70,89
2024-04-19 03:15,5255.889,3726.871,399.854,831.422,98,70,89
2024-04-19 03:30,5255.947,3726.871,399.854,831.422,97,70,89
2024-04-19 03:45,5256.004,3726.871,399.854,831.422,98,70,90
2024-04-19 04:00,5256.057,3726.871,399.854,831.422,98,70,89
2024-04-19 04:15,5256.114,3726.871,399.854,831.422,102,70,100
2024-04-19 04:30,5256.175,3726.871,399.854,831.422,100,70,1995
2024-04-19 04:45,5256.617,3726.871,399.854,831.422,100,71,1977
2024-04-19 05:00,5256.953,3726.871,399.854,831.422,99,72,87
2024-04-19 05:15,5257.013,3726.871,399.854,831.422,88,70,88
2024-04-19 05:30,5257.066,3726.871,399.854,831.422,98,70,88
2024-04-19 05:45,5257.125,3726.871,399.854,831.422,78,71,87
2024-04-19 06:00,5257.174,3726.871,399.854,831.422,100,71,87
2024-04-19 06:15,5257.237,3726.871,399.854,831.422,66,71,88
2024-04-19 06:30,5257.287,3726.871,399.854,831.422,98,71,88
2024-04-19 06:45,5257.347,3726.871,399.854,831.422,67,71,87
2024-04-19 07:00,5257.395,3726.871,399.854,831.422,97,71,87
2024-04-19 07:15,5257.398,3726.932,399.854,831.422,82,70,84
2024-04-19 07:30,5257.398,3726.982,399.854,831.422,98,86,74
2024-04-19 07:45,5257.398,3727.038,399.854,831.422,92,86,83
2024-04-19 08:00,5257.398,3727.086,399.854,831.422,99,80,66
2024-04-19 08:15,5257.398,3727.139,399.854,831.422,98,131,89
2024-04-19 08:30,5257.398,3727.203,399.854,831.422,318,214,24
2024-04-19 08:45,5257.398,3727.306,399.854,831.422,316,211,-40
2024-04-19 09:00,5257.398,3727.391,399.854,831.422,104,193,13
2024-04-19 09:15,5257.398,3727.465,399.854,831.422,103,209,-19
2024-04-19 09:30,5257.398,3727.518,399.854,831.422,100,228,-12
2024-04-19 09:45,5257.398,3727.568,399.854,831.422,97,200,-205
2024-04-19 10:00,5257.398,3727.579,399.854,831.430,96,210,-81
2024-04-19 10:15,5257.398,3727.603,399.854,831.441,96,223,-181
2024-04-19 10:30,5257.398,3727.615,399.854,831.451,96,193,-81
2024-04-19 10:45,5257.398,3727.657,399.854,831.451,96,206,-55
2024-04-19 11:00,5257.398,3727.698,399.854,831.451,97,193,-260
2024-04-19 11:15,5257.398,3727.702,399.854,831.496,95,193,-301
2024-04-19 11:30,5257.398,3727.704,399.854,831.534,96,198,-437
2024-04-19 11:45,5257.398,3727.704,399.854,831.600,96,190,-322
2024-04-19 12:00,5257.398,3727.704,399.854,831.637,92,190,-392
2024-04-19 12:15,5257.398,3727.706,399.854,831.683,96,188,-486
2024-04-19 12:30,5257.398,3727.706,399.854,831.795,82,130,-550
2024-04-19 12:45,5257.398,3727.706,399.854,831.950,97,207,-122
2024-04-19 13:00,5257.398,3727.721,399.854,832.043,68,187,-196
2024-04-19 13:15,5257.398,3727.726,399.854,832.169,96,253,-321
2024-04-19 13:30,5257.398,3727.729,399.854,832.242,74,193,-680
2024-04-19 13:45,5257.398,3727.733,399.854,832.388,96,197,-764
2024-04-19 14:00,5257.398,3727.734,399.854,832.587,83,184,-829
2024-04-19 14:15,5257.398,3727.734,399.854,832.799,96,248,-636
2024-04-19 14:30,5257.398,3727.734,399.854,832.956,95,240,-1008
2024-04-19 14:45,5257.398,3727.734,399.854,833.209,97,238,-1062
2024-04-19 15:00,5257.398,3727.734,399.854,833.461,95,72,-848
2024-04-19 15:15,5257.398,3727.734,399.854,833.730,96,71,-455
2024-04-19 15:30,5257.398,3727.734,399.854,833.970,95,125,-313
2024-04-19 15:45,5257.398,3727.734,399.854,834.078,96,216,-693
2024-04-19 16:00,5257.398,3727.735,399.854,834.257,96,260,-588
2024-04-19 16:15,5257.398,3727.738,399.854,834.341,96,273,-191
2024-04-19 16:30,5257.398,3727.748,399.854,834.419,96,190,-537
2024-04-19 16:45,5257.398,3727.749,399.854,834.562,97,199,-255
2024-04-19 17:00,5257.398,3727.755,399.854,834.636,96,197,-368
2024-04-19 17:15,5257.398,3727.756,399.854,834.722,87,198,-216
2024-04-19 17:30,5257.398,3727.757,399.854,834.777,97,68,-211
2024-04-19 17:45,5257.398,3727.758,399.854,834.824,71,68,-298
2024-04-19 18:00,5257.398,3727.758,399.854,834.870,337,68,-104
2024-04-19 18:15,5257.398,3727.792,399.854,834.900,458,69,43
2024-04-19 18:30,5257.398,3727.853,399.854,834.900,97,68,70
2024-04-19 18:45,5257.398,3727.899,399.854,834.900,95,68,120
2024-04-19 19:00,5257.398,3727.960,399.854,834.900,96,68,80
2024-04-19 19:15,5257.398,3728.016,399.854,834.900,95,73,133
2024-04-19 19:30,5257.398,3728.081,399.854,834.900,97,73,134
2024-04-19 19:45,5257.398,3728.147,399.854,834.900,96,67,188
2024-04-19 20:00,5257.398,3728.226,399.854,834.900,74,122,149
2024-04-19 20:15,5257.398,3728.291,399.854,834.900,96,212,103
2024-04-19 20:30,5257.398,3728.374,399.854,834.900,69,192,88
2024-04-19 20:45,5257.398,3728.456,399.854,834.900,96,189,88
2024-04-19 21:00,5257.398,3728.548,399.854,834.900,78,201,87
2024-04-19 21:15,5257.473,3728.554,399.854,834.900,98,219,86
2024-04-19 21:30,5257.562,3728.554,399.854,834.900,87,189,87
2024-04-19 21:45,5257.647,3728.554,399.854,834.900,96,193,86
2024-04-19 22:00,5257.731,3728.554,399.854,834.900,95,195,87
2024-04-19 22:15,5257.815,3728.554,399.854,834.900,96,196,87
2024-04-19 22:30,5257.902,3728.554,399.854,834.900,95,195,162
2024-04-19 22:45,5257.986,3728.554,399.854,834.900,96,72,214
2024-04-19 23:00,5258.067,3728.554,399.854,834.900,96,70,200
2024-04-19 23:15,5258.152,3728.554,399.854,834.900,95,69,176
2024-04-19 23:30,5258.224,3728.554,399.854,834.900,95,69,167
2024-04-19 23:45,5258.301,3728.554,399.854,834.900,96,70,173
2024-04-20 00:00,5258.375,3728.554,399.854,834.900,96,68,170
2024-04-20 00:15,5258.453,3728.554,399.854,834.900,90,68,170
2024-04-20 00:30,5258.523,3728.554,399.854,834.900,96,71,166
2024-04-20 00:45,5258.588,3728.554,399.854,834.900,80,68,87
2024-04-20 01:00,5258.641,3728.554,399.854,834.900,95,68,87
2024-04-20 01:15,5258.698,3728.554,399.854,834.900,69,68,87
2024-04-20 01:30,5258.745,3728.554,399.854,834.900,96,68,87
2024-04-20 01:45,5258.805,3728.554,399.854,834.900,65,68,87
2024-04-20 02:00,5258.856,3728.554,399.854,834.900,98,68,87
2024-04-20 02:15,5258.915,3728.554,399.854,834.900,77,67,86
2024-04-20 02:30,5258.962,3728.554,399.854,834.900,98,67,87
2024-04-20 02:45,5259.020,3728.554,399.854,834.900,87,68,89
2024-04-20 03:00,5259.073,3728.554,399.854,834.900,99,68,88
2024-04-20 03:15,5259.132,3728.554,399.854,834.900,97,68,87
2024-04-20 03:30,5259.181,3728.554,399.854,834.900,98,68,87
2024-04-20 03:45,5259.237,3728.554,399.854,834.900,96,68,87
2024-04-20 04:00,5259.291,3728.554,399.854,834.900,96,68,87
2024-04-20 04:15,5259.349,3728.554,399.854,834.900,95,68,87
2024-04-20 04:30,5259.400,3728.554,399.854,834.900,95,68,87
2024-04-20 04:45,5259.454,3728.554,399.854,834.900,96,68,88
2024-04-20 05:00,5259.507,3728.554,399.854,834.900,96,68,87
2024-04-20 05:15,5259.564,3728.554,399.854,834.900,95,68,87
2024-04-20 05:30,5259.616,3728.554,399.854,834.900,95,68,87
2024-04-20 05:45,5259.668,3728.554,399.854,834.900,95,68,87
2024-04-20 06:00,5259.722,3728.554,399.854,834.900,83,68,87
2024-04-20 06:15,5259.777,3728.554,399.854,834.900,96,67,88
2024-04-20 06:30,5259.832,3728.554,399.854,834.900,76,67,88
2024-04-20 06:45,5259.883,3728.554,399.854,834.900,96,67,87
2024-04-20 07:00,5259.937,3728.554,399.854,834.900,68,67,86
2024-04-20 07:15,5259.987,3728.554,399.854,834.900,96,67,45
2024-04-20 07:30,5260.034,3728.554,399.854,834.900,65,68,39
2024-04-20 07:45,5260.069,3728.554,399.854,834.900,96,68,48
2024-04-20 08:00,5260.112,3728.554,399.854,834.900,74,78,22
2024-04-20 08:15,5260.153,3728.554,399.854,834.900,96,86,53
2024-04-20 08:30,5260.197,3728.554,399.854,834.900,97,74,-94
2024-04-20 08:45,5260.205,3728.554,399.857,834.900,96,72,-121
2024-04-20 09:00,5260.207,3728.554,399.881,834.900,859,122,-243
2024-04-20 09:15,5260.282,3728.554,399.909,834.900,98,98,10
2024-04-20 09:30,5260.309,3728.554,399.909,834.900,96,76,-292
2024-04-20 09:45,5260.309,3728.554,399.991,834.900,91,68,-436
2024-04-20 10:00,5260.309,3728.554,400.108,834.900,96,68,-511
2024-04-20 10:15,5260.309,3728.554,400.208,834.900,81,68,-361
2024-04-20 10:30,5260.309,3728.554,400.270,834.900,96,74,-439
2024-04-20 10:45,5260.309,3728.554,400.401,834.900,70,68,-359
2024-04-20 11:00,5260.309,3728.554,400.539,834.900,96,68,-840
2024-04-20 11:15,5260.309,3728.554,400.738,834.900,60,203,-381
2024-04-20 11:30,5260.312,3728.554,400.928,834.900,97,224,-1060
2024-04-20 11:45,5260.312,3728.554,401.179,834.900,65,216,-590
2024-04-20 12:00,5260.312,3728.554,401.317,834.900,96,68,-1196
2024-04-20 12:15,5260.312,3728.554,401.592,834.900,75,69,-1140
2024-04-20 12:30,5260.312,3728.554,401.891,834.900,95,69,-294
2024-04-20 12:45,5260.312,3728.554,402.049,834.900,86,69,-207
2024-04-20 13:00,5260.312,3728.554,402.174,834.900,96,69,-822
2024-04-20 13:15,5260.312,3728.554,402.431,834.900,96,69,-265
2024-04-20 13:30,5260.312,3728.554,402.644,834.900,98,69,-1319
2024-04-20 13:45,5260.312,3728.554,402.956,834.900,100,69,-1126
2024-04-20 14:00,5260.312,3728.554,403.219,834.900,97,69,-781
2024-04-20 14:15,5260.312,3728.554,403.418,834.900,95,69,-734
2024-04-20 14:30,5260.312,3728.554,403.609,834.900,96,69,-415
2024-04-20 14:45,5260.314,3728.554,403.849,834.900,95,69,-783
2024-04-20 15:00,5260.314,3728.554,404.026,834.900,97,69,-53
2024-04-20 15:15,5260.326,3728.554,404.065,834.900,96,68,-181
2024-04-20 15:30,5260.326,3728.554,404.093,834.900,92,68,-276
2024-04-20 15:45,5260.326,3728.554,404.176,834.900,96,68,-287
2024-04-20 16:00,5260.326,3728.554,404.300,834.900,83,68,-331
2024-04-20 16:15,5260.326,3728.554,404.435,834.900,96,68,-117
2024-04-20 16:30,5260.334,3728.554,404.484,834.900,73,68,-162
2024-04-20 16:45,5260.334,3728.554,404.530,834.900,96,69,-328
2024-04-20 17:00,5260.334,3728.554,404.632,834.900,65,68,-865
2024-04-20 17:15,5260.334,3728.554,404.825,834.900,96,68,-121
2024-04-20 17:30,5260.341,3728.554,404.842,834.900,69,68,-318
2024-04-20 17:45,5260.342,3728.554,404.890,834.900,96,68,-240
2024-04-20 18:00,5260.342,3728.554,404.923,834.900,79,68,-332
2024-04-20 18:15,5260.342,3728.554,404.986,834.900,97,68,-84
2024-04-20 18:30,5260.356,3728.554,405.001,834.900,89,68,87
2024-04-20 18:45,5260.408,3728.554,405.001,834.900,97,68,19
2024-04-20 19:00,5260.444,3728.554,405.001,834.900,95,68,86
2024-04-20 19:15,5260.498,3728.554,405.001,834.900,97,68,113
2024-04-20 19:30,5260.560,3728.554,405.001,834.900,96,68,129
2024-04-20 19:45,5260.627,3728.554,405.001,834.900,317,68,183
2024-04-20 20:00,5260.754,3728.554,405.001,834.900,154,68,123
2024-04-20 20:15,5260.817,3728.554,405.001,834.900,104,108,107
2024-04-20 20:30,5260.891,3728.554,405.001,834.900,100,111,110
2024-04-20 20:45,5260.966,3728.554,405.001,834.900,99,245,92
2024-04-20 21:00,5261.062,3728.554,405.001,834.900,97,224,89
2024-04-20 21:15,5261.164,3728.554,405.001,834.900,96,225,91
2024-04-20 21:30,5261.258,3728.554,405.001,834.900,97,223,89
2024-04-20 21:45,5261.351,3728.554,405.001,834.900,96,235,89
2024-04-20 22:00,5261.449,3728.554,405.001,834.900,78,227,89
2024-04-20 22:15,5261.544,3728.554,405.001,834.900,96,236,89
2024-04-20 22:30,5261.638,3728.554,405.001,834.900,78,224,89
2024-04-20 22:45,5261.728,3728.554,405.001,834.900,97,181,202
2024-04-20 23:00,5261.818,3728.554,405.001,834.900,87,68,194
2024-04-20 23:15,5261.898,3728.554,405.001,834.900,96,70,188
2024-04-20 23:30,5261.977,3728.554,405.001,834.900,96,70,146
2024-04-20 23:45,5262.036,3728.554,405.001,834.900,97,74,89
2024-04-21 00:00,5262.096,3728.554,405.001,834.900,95,74,89
2024-04-21 00:15,5262.151,3728.554,405.001,834.900,96,75,89
2024-04-21 00:30,5262.205,3728.554,405.001,834.900,96,68,90
2024-04-21 00:45,5262.262,3728.554,405.001,834.900,96,68,90
2024-04-21 01:00,5262.317,3728.554,405.001,834.900,96,67,90
2024-04-21 01:15,5262.372,3728.554,405.001,834.900,96,67,89
2024-04-21 01:30,5262.423,3728.554,405.001,834.900,96,67,371
2024-04-21 01:45,5262.507,3728.554,405.001,834.900,97,68,112
2024-04-21 02:00,5262.564,3728.554,405.001,834.900,97,67,1993
2024-04-21 02:15,5262.995,3728.554,405.001,834.900,88,68,1209
2024-04-21 02:30,5263.200,3728.554,405.001,834.900,98,67,113
2024-04-21 02:45,5263.266,3728.554,405.001,834.900,76,67,131
2024-04-21 03:00,5263.325,3728.554,405.001,834.900,96,67,131
2024-04-21 03:15,5263.394,3728.554,405.001,834.900,64,67,102
2024-04-21 03:30,5263.445,3728.554,405.001,834.900,96,68,1738
2024-04-21 03:45,5263.714,3728.554,405.001,834.900,65,67,111
2024-04-21 04:00,5263.768,3728.554,405.001,834.900,97,68,92
2024-04-21 04:15,5263.827,3728.554,405.001,834.900,77,68,89
2024-04-21 04:30,5263.876,3728.554,405.001,834.900,96,68,89
2024-04-21 04:45,5263.934,3728.554,405.001,834.900,86,67,89
2024-04-21 05:00,5263.987,3728.554,405.001,834.900,96,67,90
2024-04-21 05:15,5264.045,3728.554,405.001,834.900,90,67,91
2024-04-21 05:30,5264.094,3728.554,405.001,834.900,96,67,89
2024-04-21 05:45,5264.150,3728.554,405.001,834.900,95,67,87
2024-04-21 06:00,5264.202,3728.554,405.001,834.900,96,67,87
2024-04-21 06:15,5264.260,3728.554,405.001,834.900,95,67,87
2024-04-21 06:30,5264.309,3728.554,405.001,834.900,95,67,87
2024-04-21 06:45,5264.364,3728.554,405.001,834.900,95,67,87
2024-04-21 07:00,5264.415,3728.554,405.001,834.900,95,67,77
2024-04-21 07:15,5264.469,3728.554,405.001,834.900,95,67,53
2024-04-21 07:30,5264.514,3728.554,405.001,834.900,95,67,45
2024-04-21 07:45,5264.555,3728.554,405.001,834.900,95,67,57
2024-04-21 08:00,5264.596,3728.554,405.001,834.900,96,68,38
2024-04-21 08:15,5264.631,3728.554,405.001,834.900,95,73,23
2024-04-21 08:30,5264.667,3728.554,405.001,834.900,91,73,-145
2024-04-21 08:45,5264.670,3728.554,405.018,834.900,95,73,-63
2024-04-21 09:00,5264.692,3728.554,405.020,834.900,82,67,-24
2024-04-21 09:15,5264.702,3728.554,405.053,834.900,95,67,-236
2024-04-21 09:30,5264.702,3728.554,405.076,834.900,79,68,-269
2024-04-21 09:45,5264.702,3728.554,405.117,834.900,96,68,-343
2024-04-21 10:00,5264.702,3728.554,405.195,834.900,64,68,-653
2024-04-21 10:15,5264.702,3728.554,405.354,834.900,161,68,-922
2024-04-21 10:30,5264.702,3728.554,405.548,834.900,1644,68,-496
2024-04-21 10:45,5264.937,3728.554,405.601,834.900,189,68,-468
2024-04-21 11:00,5264.939,3728.554,405.735,834.900,153,68,-861
2024-04-21 11:15,5264.942,3728.554,405.925,834.900,190,68,-939
2024-04-21 11:30,5264.944,3728.554,406.157,834.900,161,68,-813
2024-04-21 11:45,5264.944,3728.554,406.391,834.900,186,68,-919
2024-04-21 12:00,5264.945,3728.554,406.631,834.900,191,68,-1413
2024-04-21 12:15,5264.945,3728.554,406.940,834.900,192,68,-1168
2024-04-21 12:30,5264.946,3728.554,407.213,834.900,227,74,-1387
2024-04-21 12:45,5264.946,3728.554,407.516,834.900,223,70,-1017
2024-04-21 13:00,5264.948,3728.554,407.752,834.900,769,69,-1167
2024-04-21 13:15,5264.949,3728.554,407.990,834.900,708,69,-1429
2024-04-21 13:30,5264.949,3728.554,408.286,834.900,96,69,-722
2024-04-21 13:45,5264.949,3728.554,408.516,834.900,101,69,-470
2024-04-21 14:00,5264.949,3728.554,408.762,834.900,100,69,-1097
2024-04-21 14:15,5264.949,3728.554,409.049,834.900,86,69,-597
2024-04-21 14:30,5264.949,3728.554,409.285,834.900,95,75,-1423
